env,condition,intervention,setting,seed,final_train_return,final_test_return,final_train_success,final_test_success,gap,success_gap,sample_efficiency_auc
world2_keydoor,aug,augment,cutout,5,0.7942187786102295,-0.900899350643158,0.953125,0.10000000149011612,1.6951181888580322,0.8531249761581421,0.09600000083446503
world2_keydoor,aug,augment,cutout,6,0.8559374809265137,-0.7795994281768799,0.984375,0.1599999964237213,1.6355369091033936,0.8243750333786011,0.15933336317539215
world2_keydoor,aug,augment,cutout,7,0.8560937643051147,-0.7579994201660156,0.984375,0.17000000178813934,1.6140931844711304,0.8143749833106995,0.12666666507720947
world2_keydoor,reg,l2,l2,0,0.8868750333786011,-0.45889952778816223,1.0,0.3199999928474426,1.345774531364441,0.6800000071525574,0.3360000252723694
world2_keydoor,reg,l2,l2,1,0.8567187786102295,-0.12149966508150101,0.984375,0.49000000953674316,0.9782184362411499,0.49437499046325684,0.38066667318344116
world2_keydoor,reg,l2,l2,2,0.8560937643051147,-0.17939960956573486,0.984375,0.46000000834465027,1.0354933738708496,0.5243749618530273,0.37466666102409363
world2_keydoor,reg,l2,l2,3,0.8562500476837158,-0.1619996279478073,0.984375,0.4699999988079071,1.0182496309280396,0.5143749713897705,0.3993333578109741
world2_keydoor,reg,l2,l2,4,0.8868750333786011,-0.20119960606098175,1.0,0.44999998807907104,1.0880746841430664,0.550000011920929,0.4533333480358124
world2_keydoor,reg,l2,l2,5,0.8571875095367432,-0.16279961168766022,0.984375,0.4699999988079071,1.0199871063232422,0.5143749713897705,0.42133328318595886
world2_keydoor,reg,l2,l2,6,0.8862500190734863,-0.24019958078861237,1.0,0.4300000071525574,1.1264495849609375,0.5699999928474426,0.38999998569488525
world2_keydoor,reg,l2,l2,7,0.8868750333786011,-0.25949957966804504,1.0,0.41999998688697815,1.1463745832443237,0.5800000429153442,0.3713333308696747
world2_keydoor,reg,dropout,0.1,0,0.8564062118530273,-0.4798995554447174,0.984375,0.3100000023841858,1.3363057374954224,0.6743749976158142,0.22066666185855865
world2_keydoor,reg,dropout,0.1,1,0.7946875095367432,-0.7416994571685791,0.953125,0.18000000715255737,1.5363869667053223,0.7731249928474426,0.1846666783094406
